Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	6.134059906005859	1000	2000	101.39868900909927	92.60988642445157	2	2000
1	11.818497657775879	1000	3000	101.39868900909927	64.70196089955283	3	3000
2	17.379284381866455	1000	4000	129.80180796295596	129.80180796295596	4	4000
3	23.083755016326904	1000	5000	129.80180796295596	-11.143025080130592	5	5000
4	28.796001434326172	1000	6000	129.80180796295596	17.96849991239866	6	6000
5	34.878790855407715	1000	7000	129.80180796295596	101.3672784582043	7	7000
6	40.75279927253723	1000	8000	129.80180796295596	25.099382849289352	8	8000
7	46.47704768180847	1000	9000	129.80180796295596	106.79228098877054	9	9000
8	52.24046969413757	1000	10000	129.80180796295596	-2.982612789538691	11	10000
9	58.18385100364685	1000	11000	129.80180796295596	84.2728484438194	12	11000
10	63.99201846122742	1000	12000	129.80180796295596	75.04626824802835	13	12000
11	69.73753046989441	1000	13000	129.80180796295596	-163.60690875446022	14	13000
12	75.57215809822083	1000	14000	129.80180796295596	104.27145917315642	15	14000
13	81.35412311553955	1000	15000	129.80180796295596	127.63279025395886	16	15000
14	87.11481618881226	1000	16000	129.80180796295596	125.97029753937531	17	16000
15	93.01441502571106	1000	17000	129.80180796295596	31.953938937537878	20	17000
16	98.81556487083435	1000	18000	148.43164386639987	148.43164386639987	21	18000
17	104.69861364364624	1000	19000	148.43164386639987	83.10474941986901	22	19000
18	110.56664657592773	1000	20000	148.43164386639987	113.23167384196275	23	20000
19	116.29985904693604	1000	21000	148.43164386639987	35.06731512498952	24	21000
20	122.02914094924927	1000	22000	148.43164386639987	57.56788297788007	25	22000
21	127.74326801300049	1000	23000	148.43164386639987	90.71145590427338	26	23000
22	133.54768657684326	1000	24000	148.43164386639987	95.64536117303061	27	24000
23	139.2407624721527	1000	25000	151.440457051301	5.41667396957634	29	25000
24	144.97171425819397	1000	26000	181.2728478806706	181.2728478806706	30	26000
25	150.70315551757812	1000	27000	181.2728478806706	93.21497079422568	31	27000
26	156.41489052772522	1000	28000	181.2728478806706	79.99514155323851	32	28000
27	162.14664316177368	1000	29000	181.2728478806706	-26.5616804476886	33	29000
28	168.06612825393677	1000	30000	181.2728478806706	43.47070302751526	35	30000
29	173.81579422950745	1000	31000	181.2728478806706	111.58029070077757	36	31000
30	179.47789120674133	1000	32000	181.2728478806706	73.76500912827471	37	32000
31	185.40221190452576	1000	33000	181.2728478806706	-7.536325481173124	39	33000
32	191.21119737625122	1000	34000	181.2728478806706	-3.6077403988529593	40	34000
33	196.98249530792236	1000	35000	181.2728478806706	81.02570591671527	41	35000
34	202.73653531074524	1000	36000	181.2728478806706	128.64099027398342	42	36000
35	208.49686694145203	1000	37000	181.2728478806706	109.56642017406107	43	37000
36	214.288494348526	1000	38000	181.2728478806706	27.855853170447524	45	38000
37	220.0418496131897	1000	39000	181.2728478806706	142.04945829121723	46	39000
38	225.76018834114075	1000	40000	181.2728478806706	38.753892238751014	47	40000
39	231.49925088882446	1000	41000	181.2728478806706	62.96736137341497	48	41000
40	237.30118465423584	1000	42000	181.2728478806706	7.624784554223874	50	42000
41	243.1444959640503	1000	43000	181.2728478806706	-183.45251650466233	51	43000
42	249.01672554016113	1000	44000	181.2728478806706	19.495040358975498	52	44000
43	254.87980318069458	1000	45000	181.2728478806706	118.41764668728423	53	45000
44	260.9141790866852	1000	46000	181.2728478806706	120.09695279411808	54	46000
45	266.70535135269165	1000	47000	181.2728478806706	129.00261668765884	55	47000
46	272.59924817085266	1000	48000	181.2728478806706	142.40332624809236	56	48000
47	278.4993472099304	1000	49000	181.2728478806706	52.704959162483206	57	49000
48	284.33556604385376	1000	50000	181.2728478806706	107.5444684979432	58	50000
49	290.11361932754517	1000	51000	181.2728478806706	35.49826265238078	59	51000
50	295.8868100643158	1000	52000	181.2728478806706	147.12080173821724	60	52000
51	301.73123574256897	1000	53000	181.2728478806706	2.389431873192367	62	53000
52	307.5776336193085	1000	54000	181.2728478806706	94.75110578655296	63	54000
53	313.37649750709534	1000	55000	181.2728478806706	111.59940844638187	64	55000
54	319.151739358902	1000	56000	181.2728478806706	69.78145590851642	65	56000
55	324.86943531036377	1000	57000	181.2728478806706	-143.26738533893806	66	57000
56	330.8339726924896	1000	58000	181.2728478806706	77.31577677613822	67	58000
57	336.7080235481262	1000	59000	189.56538535408308	189.56538535408308	68	59000
58	342.43705105781555	1000	60000	189.56538535408308	12.824760386699898	70	60000
59	348.1353585720062	1000	61000	189.56538535408308	184.75441650802526	71	61000
60	353.8607542514801	1000	62000	189.56538535408308	11.23424498683743	72	62000
61	359.5585925579071	1000	63000	189.56538535408308	-65.81460480001269	73	63000
62	365.28302931785583	1000	64000	215.94907310729496	215.94907310729496	74	64000
63	370.96989035606384	1000	65000	215.94907310729496	38.05378229105547	75	65000
64	376.681174993515	1000	66000	215.94907310729496	-4.573700272057613	77	66000
65	382.4080891609192	1000	67000	215.94907310729496	21.856856993162378	80	67000
66	388.15688848495483	1000	68000	215.94907310729496	113.43236065230454	81	68000
67	393.89665484428406	1000	69000	215.94907310729496	113.90614104248519	82	69000
68	399.5980660915375	1000	70000	215.94907310729496	77.42397789387752	83	70000
69	405.31608486175537	1000	71000	215.94907310729496	-22.7947749655432	84	71000
70	411.06531715393066	1000	72000	215.94907310729496	141.12429335416962	85	72000
71	417.2749345302582	1000	73000	215.94907310729496	88.48255635620436	86	73000
72	423.3371469974518	1000	74000	215.94907310729496	-253.69142769772316	87	74000
73	429.23729634284973	1000	75000	215.94907310729496	53.46083698336152	88	75000
74	434.986426115036	1000	76000	215.94907310729496	27.760090081203042	89	76000
75	440.84753704071045	1000	77000	215.94907310729496	-12.563933486395435	90	77000
76	446.6003966331482	1000	78000	215.94907310729496	0.7434211467450922	94	78000
77	452.4948537349701	1000	79000	215.94907310729496	69.58544552554669	95	79000
78	458.322292804718	1000	80000	215.94907310729496	98.63600800899006	96	80000
79	464.1157760620117	1000	81000	215.94907310729496	144.9830356622668	97	81000
80	469.86152172088623	1000	82000	215.94907310729496	-214.98799668323767	98	82000
81	475.7215094566345	1000	83000	215.94907310729496	120.8496161807824	99	83000
82	481.6235134601593	1000	84000	215.94907310729496	20.320110236702114	100	84000
83	487.48839044570923	1000	85000	215.94907310729496	152.51268042036676	101	85000
84	493.29465889930725	1000	86000	215.94907310729496	34.50690317874111	102	86000
85	499.1188380718231	1000	87000	215.94907310729496	87.0009894702192	103	87000
86	504.9531054496765	1000	88000	215.94907310729496	123.33878772048195	104	88000
87	510.91668701171875	1000	89000	215.94907310729496	182.44730029190237	105	89000
88	517.2465853691101	1000	90000	215.94907310729496	-168.40830038170253	106	90000
89	523.1734142303467	1000	91000	215.94907310729496	-129.96673521868505	107	91000
90	529.5071895122528	1000	92000	215.94907310729496	88.32993084204669	108	92000
91	535.8326301574707	1000	93000	215.94907310729496	117.70536675495396	109	93000
92	542.1082694530487	1000	94000	215.94907310729496	91.82560671634985	110	94000
93	548.4502518177032	1000	95000	215.94907310729496	173.2079880051083	111	95000
94	554.7835605144501	1000	96000	215.94907310729496	67.3050299989351	112	96000
95	561.0571982860565	1000	97000	215.94907310729496	-106.42187918506382	113	97000
96	567.0389556884766	1000	98000	215.94907310729496	78.0509124026808	114	98000
97	573.0220112800598	1000	99000	215.94907310729496	87.60476282871252	115	99000
98	578.8942308425903	1000	100000	215.94907310729496	15.749475870550665	117	100000
99	584.8755886554718	1000	101000	215.94907310729496	20.753981190675386	118	101000
100	590.9040806293488	1000	102000	215.94907310729496	75.23153579704528	119	102000
101	596.9255197048187	1000	103000	215.94907310729496	-120.80925277198982	120	103000
102	602.8387506008148	1000	104000	215.94907310729496	115.64738956938668	121	104000
103	608.7972896099091	1000	105000	215.94907310729496	-1.2210851503390607	123	105000
104	614.841139793396	1000	106000	215.94907310729496	152.34364149874176	124	106000
105	621.0269000530243	1000	107000	215.94907310729496	64.26264722254268	125	107000
106	626.9348063468933	1000	108000	215.94907310729496	146.79961071419677	126	108000
107	633.0275208950043	1000	109000	215.94907310729496	-62.50079777561623	127	109000
108	638.9072463512421	1000	110000	215.94907310729496	100.45349314819912	128	110000
109	644.8486089706421	1000	111000	215.94907310729496	139.7638223435045	129	111000
110	650.7860324382782	1000	112000	215.94907310729496	128.16424901953738	131	112000
111	657.1177985668182	1000	113000	215.94907310729496	79.42020857737508	132	113000
112	663.3964428901672	1000	114000	215.94907310729496	20.41427943559682	133	114000
113	669.5236048698425	1000	115000	215.94907310729496	132.7661410998495	134	115000
114	675.4191472530365	1000	116000	215.94907310729496	153.0150267935327	135	116000
115	681.4256906509399	1000	117000	215.94907310729496	139.4776011111798	136	117000
116	687.4105906486511	1000	118000	215.94907310729496	-6.639703370734061	139	118000
117	693.5935883522034	1000	119000	215.94907310729496	82.63793084809296	140	119000
118	699.4973165988922	1000	120000	215.94907310729496	-181.2157054667098	141	120000
119	705.4340822696686	1000	121000	215.94907310729496	130.66966445780554	142	121000
120	711.3375172615051	1000	122000	215.94907310729496	115.37932908317615	143	122000
121	717.2370204925537	1000	123000	215.94907310729496	118.05220408782913	144	123000
122	723.136611700058	1000	124000	215.94907310729496	77.97533034041689	145	124000
123	729.0993287563324	1000	125000	215.94907310729496	-3.475793547141076	148	125000
124	735.0393624305725	1000	126000	215.94907310729496	134.1393081966118	149	126000
125	741.2469627857208	1000	127000	215.94907310729496	53.685324380731586	150	127000
126	747.5659065246582	1000	128000	215.94907310729496	91.84123703085204	151	128000
127	753.8313658237457	1000	129000	215.94907310729496	66.2867149716564	152	129000
128	759.9885077476501	1000	130000	215.94907310729496	107.47191505197098	153	130000
129	766.2048132419586	1000	131000	215.94907310729496	80.88222015565258	154	131000
130	772.3892347812653	1000	132000	215.94907310729496	-2.8124164790875525	156	132000
131	778.6534662246704	1000	133000	215.94907310729496	14.842169254257152	157	133000
132	784.8866279125214	1000	134000	215.94907310729496	-74.36432400305493	158	134000
133	790.8878886699677	1000	135000	215.94907310729496	12.023785573271745	160	135000
134	797.1603536605835	1000	136000	215.94907310729496	141.67536943339212	161	136000
135	803.4699993133545	1000	137000	215.94907310729496	80.22374576363217	162	137000
136	809.7269597053528	1000	138000	215.94907310729496	-2.941740451876832	166	138000
137	816.0513181686401	1000	139000	215.94907310729496	81.7096442983851	167	139000
138	822.0605616569519	1000	140000	215.94907310729496	138.7741128046417	168	140000
139	828.2302992343903	1000	141000	215.94907310729496	167.07114172768783	169	141000
140	834.4970881938934	1000	142000	215.94907310729496	111.05646852659707	170	142000
141	840.4121942520142	1000	143000	215.94907310729496	118.2504175034061	171	143000
142	846.336722612381	1000	144000	215.94907310729496	-47.98701297859515	172	144000
143	852.4593329429626	1000	145000	215.94907310729496	150.4219050037169	173	145000
144	858.3184952735901	1000	146000	215.94907310729496	102.79928965597652	174	146000
145	864.08336186409	1000	147000	215.94907310729496	110.4255287997018	175	147000
146	869.9452495574951	1000	148000	215.94907310729496	13.044156005098184	177	148000
147	875.8035151958466	1000	149000	215.94907310729496	72.17311793513483	178	149000
148	881.7796726226807	1000	150000	215.94907310729496	134.5806578436139	179	150000
149	888.1276307106018	1000	151000	215.94907310729496	81.75126785738527	180	151000
150	894.5447790622711	1000	152000	215.94907310729496	-4.00999935934233	182	152000
151	900.8143870830536	1000	153000	215.94907310729496	139.56766897023175	183	153000
152	907.1699123382568	1000	154000	215.94907310729496	214.56551883242372	184	154000
153	913.4990541934967	1000	155000	215.94907310729496	138.83886406718662	185	155000
154	919.703950881958	1000	156000	215.94907310729496	196.6483295676647	186	156000
155	925.931966304779	1000	157000	215.94907310729496	4.063043303089213	187	157000
156	932.1158266067505	1000	158000	215.94907310729496	95.27322746550641	189	158000
157	938.3620913028717	1000	159000	215.94907310729496	-258.12940709541436	190	159000
158	944.5505690574646	1000	160000	215.94907310729496	31.638101354455266	191	160000
159	950.7736377716064	1000	161000	215.94907310729496	13.808860795549066	192	161000
160	957.194016456604	1000	162000	215.94907310729496	107.38628910980053	193	162000
161	963.5455498695374	1000	163000	215.94907310729496	101.15014092543124	195	163000
162	969.8049767017365	1000	164000	215.94907310729496	179.8281795828109	196	164000
163	976.2329919338226	1000	165000	215.94907310729496	16.211399891800816	197	165000
164	982.5473937988281	1000	166000	215.94907310729496	51.65608230236537	198	166000
165	988.8466856479645	1000	167000	215.94907310729496	13.973060001389223	200	167000
166	995.1167552471161	1000	168000	215.94907310729496	-2.1606768044424833	202	168000
167	1001.404051065445	1000	169000	215.94907310729496	-25.554714612294674	203	169000
168	1007.7495584487915	1000	170000	215.94907310729496	-344.99304938609254	204	170000
169	1013.9731411933899	1000	171000	215.94907310729496	38.44557877819167	206	171000
170	1019.8641285896301	1000	172000	215.94907310729496	0.9782151506005677	207	172000
171	1025.6756973266602	1000	173000	215.94907310729496	5.33460798463201	208	173000
172	1031.4123313426971	1000	174000	215.94907310729496	117.37239692384894	209	174000
173	1037.266918182373	1000	175000	215.94907310729496	-2.683694428845776	211	175000
174	1043.0875208377838	1000	176000	215.94907310729496	20.490309329729673	212	176000
175	1048.9521443843842	1000	177000	215.94907310729496	106.8087604369124	213	177000
176	1054.8777549266815	1000	178000	215.94907310729496	160.54126058303373	214	178000
177	1060.736508846283	1000	179000	215.94907310729496	-5.433951861941024	217	179000
178	1066.4975318908691	1000	180000	215.94907310729496	-66.84329956053995	218	180000
179	1072.2801957130432	1000	181000	215.94907310729496	101.98526652893918	219	181000
180	1077.953165769577	1000	182000	215.94907310729496	95.96625410665575	220	182000
181	1083.823501586914	1000	183000	215.94907310729496	128.2206148777916	221	183000
182	1089.6970450878143	1000	184000	215.94907310729496	95.12379431083231	222	184000
183	1095.4248757362366	1000	185000	215.94907310729496	131.3313513368369	223	185000
184	1101.2343392372131	1000	186000	215.94907310729496	130.50907728989404	224	186000
185	1107.2496061325073	1000	187000	215.94907310729496	-70.52228466542296	225	187000
186	1113.0848066806793	1000	188000	215.94907310729496	-11.393011187782406	227	188000
187	1118.9583723545074	1000	189000	215.94907310729496	67.53134301150267	228	189000
188	1124.939459323883	1000	190000	215.94907310729496	135.2005271215414	229	190000
189	1130.75501871109	1000	191000	215.94907310729496	58.67605072018197	230	191000
190	1136.4821581840515	1000	192000	215.94907310729496	130.2117139004127	231	192000
191	1142.1604108810425	1000	193000	215.94907310729496	31.48312059313906	232	193000
192	1147.9711923599243	1000	194000	215.94907310729496	122.60276590979194	233	194000
193	1153.7574534416199	1000	195000	215.94907310729496	85.90155911586609	234	195000
194	1159.6266951560974	1000	196000	215.94907310729496	38.701030006475065	236	196000
195	1165.429200410843	1000	197000	215.94907310729496	81.92164593740452	237	197000
196	1171.2504391670227	1000	198000	215.94907310729496	125.68500022391092	238	198000
197	1177.098994731903	1000	199000	215.94907310729496	-145.82738059346164	239	199000
198	1182.8909447193146	1000	200000	215.94907310729496	105.95851916419205	240	200000
199	1188.6912369728088	1000	201000	215.94907310729496	12.83951865814169	241	201000
