Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
3.0336153507232666	0	-0.43710944	0.08427604	-0.28531256	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020814737	-0.020814737	1008	1008
4.368297100067139	1	-0.40997148	0.08901304	-0.2193199	-0.6099803	21.0	0.0	-0.019522455	-0.019522455	-0.019522455	-0.019522455	1008	2016
5.421362400054932	2	-0.42651477	0.081373416	-0.2241905	-0.60695	21.0	0.0	-0.02031023	-0.02031023	-0.02031023	-0.02031023	1008	3024
6.456608295440674	3	-0.42420483	0.09076818	-0.28350785	-0.64262	21.0	0.0	-0.02020023	-0.02020023	-0.02020023	-0.02020023	1008	4032
7.496161699295044	4	-0.4288143	0.077443935	-0.2565924	-0.62173766	21.0	0.0	-0.020419728	-0.020419728	-0.020419728	-0.020419728	1008	5040
8.536635875701904	5	-0.4204476	0.08180273	-0.17351475	-0.576031	21.0	0.0	-0.020021314	-0.020021314	-0.020021314	-0.020021314	1008	6048
9.575700759887695	6	-0.44824505	0.0981393	-0.24432015	-0.6886298	21.0	0.0	-0.021345003	-0.021345003	-0.021345003	-0.021345003	1008	7056
10.631698369979858	7	-0.4236898	0.08900868	-0.23507234	-0.62831485	21.0	0.0	-0.020175707	-0.020175707	-0.020175707	-0.020175707	1008	8064
11.700943946838379	8	-0.4410474	0.091327816	-0.25691885	-0.59885824	21.0	0.0	-0.02100226	-0.02100226	-0.02100226	-0.02100226	1008	9072
12.785855770111084	9	-0.42875877	0.10177254	-0.27970517	-0.69789636	21.0	0.0	-0.020417085	-0.020417085	-0.020417085	-0.020417085	1008	10080
13.90863823890686	10	-0.49871936	0.106965974	-0.29727793	-0.74973893	21.0	0.0	-0.023748541	-0.023748541	-0.023748541	-0.023748541	1008	11088
15.075377941131592	11	-0.4710828	0.1251939	-0.16445293	-0.84881806	21.0	0.0	-0.022432514	-0.022432514	-0.022432514	-0.022432514	1008	12096
16.108667373657227	12	-0.46323028	0.110324204	-0.23827001	-0.7454153	21.0	0.0	-0.022058586	-0.022058586	-0.022058586	-0.022058586	1008	13104
17.138662815093994	13	-0.52741605	0.111066684	-0.28046072	-0.87198037	21.0	0.0	-0.025115049	-0.025115049	-0.025115049	-0.025115049	1008	14112
18.1642107963562	14	-0.53101003	0.11954942	-0.27494526	-0.9498491	21.0	0.0	-0.025286194	-0.025286194	-0.025286194	-0.025286194	1008	15120
19.220464944839478	15	-0.5526557	0.15394354	-0.29587057	-0.96419555	21.0	0.0	-0.026316937	-0.026316937	-0.026316937	-0.026316937	1008	16128
20.258819103240967	16	-0.5606404	0.12292366	-0.26063672	-0.97736156	21.0	0.0	-0.02669716	-0.02669716	-0.02669716	-0.02669716	1008	17136
21.32713508605957	17	-0.54423505	0.1396431	-0.26604897	-0.8874301	21.0	0.0	-0.025915956	-0.025915956	-0.025915956	-0.025915956	1008	18144
22.401918649673462	18	-0.62607807	0.1377354	-0.35580167	-1.1253372	21.0	0.0	-0.02981324	-0.02981324	-0.02981324	-0.02981324	1008	19152
23.48361086845398	19	-0.59671855	0.11882105	-0.39192617	-0.9239728	21.0	0.0	-0.028415173	-0.028415173	-0.028415173	-0.028415173	1008	20160
24.572789430618286	20	-0.59706193	0.1231209	-0.31376457	-0.8274313	21.0	0.0	-0.028431522	-0.028431522	-0.028431522	-0.028431522	1008	21168
25.65861225128174	21	-0.64392745	0.12687281	-0.43096137	-0.9719461	21.0	0.0	-0.03066321	-0.03066321	-0.03066321	-0.03066321	1008	22176
26.737366199493408	22	-0.58662516	0.13297872	-0.37205458	-0.962469	21.0	0.0	-0.02793453	-0.02793453	-0.02793453	-0.02793453	1008	23184
27.798146963119507	23	-0.5727163	0.11560181	-0.31869727	-0.8037851	21.0	0.0	-0.027272206	-0.027272206	-0.027272206	-0.027272206	1008	24192
28.839043140411377	24	-0.57173985	0.1302254	-0.2473857	-0.93372047	21.0	0.0	-0.027225707	-0.027225707	-0.027225707	-0.027225707	1008	25200
