Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
398.94970870018005	0	-11.906908	6.2418556	3.9701138	-43.508102	18.005398920215956	3.639329869831882	-0.66129655	-0.66129655	-0.6612975	-0.6612975	-0.6941345	0.0076385974	0.00013970438	2.0406369e-05	0.6941484	30015	30015
809.8635067939758	1	-9.681896	6.2540226	20.311937	-33.37093	24.71499176276771	7.64025297533498	-0.39174187	-0.39174187	-0.39154935	-0.39154935	-0.23493466	0.4557109	1.4109786	0.38590047	0.37603253	30004	60019
1222.562555551529	2	-4.5690894	6.8600345	25.235563	-36.238453	26.46825396825397	10.447836208090695	-0.17262524	-0.17262524	-0.17245643	-0.17245643	-0.27799982	0.45147765	1.4571707	0.46070436	0.42371684	30015	90034
1625.9146103858948	3	-0.11894172	6.0150375	22.53552	-27.321154	25.309443507588533	8.73689981679413	-0.0046994984	-0.0046994984	-0.0045088404	-0.0045088404	-0.30161142	0.49711046	1.5039287	0.526808	0.4520043	30017	120051
2024.06209897995	4	0.81574756	5.0998654	23.24046	-16.934082	24.5531914893617	7.950956594250729	0.03322369	0.03322369	0.033386704	0.033386704	-0.3370502	0.529585	1.2657375	0.34751573	0.46362394	30004	150055
2445.7829897403717	5	2.9463754	6.1942544	28.902245	-25.69466	26.06602953953084	10.333575456534657	0.11303506	0.11303506	0.11317823	0.11317823	-0.3738473	0.6081938	1.2296457	0.418462	0.49681184	30002	180057
2858.3616786003113	6	5.4150033	7.8461323	30.471786	-27.29634	31.310416666666665	14.539009875494349	0.17294574	0.17294574	0.17307398	0.17307398	-0.2911625	0.44435948	1.4639348	0.5868379	0.43755597	30058	210115
3263.4437940120697	7	7.487477	9.23882	38.73221	-19.013746	34.524741081703105	20.533693943328313	0.21687278	0.21687278	0.21700533	0.21700533	-0.34824452	0.45806307	1.4800968	0.5092161	0.4962542	30002	240117
3651.411128282547	8	10.482085	9.125544	43.646152	-11.806646	33.19579646017699	15.080548628349794	0.31576544	0.31576544	0.31589502	0.31589502	-0.398601	0.5430879	1.5108194	0.5063467	0.5496829	30009	270126
4057.5211889743805	9	9.058453	7.859918	32.361	-17.552546	31.860021208907742	10.995589726103315	0.28432035	0.28432035	0.2844636	0.2844636	-0.39560628	0.61468554	1.4662793	0.43729913	0.54223424	30044	300170
4455.26783657074	10	9.486054	8.184216	46.002216	-6.480672	32.67247007616975	10.816624325482277	0.29033783	0.29033783	0.29052964	0.29052964	-0.3852982	0.6939583	1.3950243	0.51326036	0.5248006	30026	330196
4878.140779972076	11	15.04146	11.252627	50.710655	-6.9153337	42.473833097595474	17.49262386123489	0.3541347	0.3541347	0.354286	0.354286	-0.4220457	0.627579	1.3261447	0.45176807	0.5546602	30029	360225
5260.545486688614	12	20.533995	13.646444	61.3288	-6.375382	55.61296296296296	25.78450975048202	0.3692304	0.3692304	0.3693743	0.3693743	-0.34575492	0.5137589	1.583241	0.50873774	0.50407904	30031	390256
5645.701352357864	13	25.582003	13.919783	68.30284	-5.2566967	60.54032258064516	29.04352939805942	0.42256138	0.42256138	0.4227052	0.4227052	-0.43478698	0.6893961	1.4175447	0.52301025	0.5765414	30028	420284
6003.8976900577545	14	23.496946	12.367014	66.94581	-4.4142556	46.11674347158218	20.71142992376887	0.5095101	0.5095101	0.5096435	0.5096435	-0.35169908	0.52200264	1.4286246	0.52855045	0.49456155	30022	450306
6295.759911775589	15	18.211218	10.0524435	48.685497	-1.5742812	35.29612220916569	12.871477919596243	0.51595527	0.51595527	0.5161073	0.5161073	-0.3792849	0.6268981	1.2814881	0.40794784	0.50743365	30037	480343
6564.828027963638	16	21.32457	10.796394	52.592644	-4.787882	38.041825095057035	13.73216644044615	0.56055593	0.56055593	0.5606893	0.5606893	-0.3848424	0.63024795	1.2083576	0.50692594	0.5056782	30015	510358
6923.187746047974	17	28.026705	13.413973	77.26047	-1.1965907	49.05718954248366	21.662178960808323	0.5713069	0.5713069	0.5714559	0.5714559	-0.4350794	0.6190901	1.4220529	0.56966525	0.5772847	30023	540381
7285.69371008873	18	33.9227	15.540585	83.51871	-4.591691	59.017681728880156	24.53380014263951	0.57478875	0.57478875	0.57491124	0.57491124	-0.32408804	0.45328653	1.2282314	0.5100262	0.44691122	30040	570421
7572.501993656158	19	32.597935	12.917335	78.2465	1.1252621	50.97453310696095	17.284232193157106	0.63949454	0.63949454	0.63957804	0.63957804	-0.45428056	0.55649054	1.1315277	0.490446	0.5674333	30024	600445
7924.13828587532	20	24.57141	9.301537	60.50567	-0.95086265	36.76988984088127	10.38068180914078	0.6682481	0.6682481	0.6683631	0.6683631	-0.46878886	0.6929884	1.1905617	0.6584987	0.587845	30041	630486
8192.592215061188	21	21.855255	8.467007	54.338318	-2.3313818	33.16132596685083	9.081001137937726	0.6590585	0.6590585	0.65914875	0.65914875	-0.39931223	0.5841847	1.2657983	0.4488735	0.5258921	30011	660497
8466.50412106514	22	29.990997	9.418537	60.134792	3.149003	41.902234636871505	11.489560261663543	0.71573746	0.71573746	0.71587235	0.71587235	-0.30573666	0.4105788	1.3150206	0.61032593	0.4372387	30002	690499
8708.042924404144	23	37.89266	10.939261	69.56387	3.9626517	52.97530864197531	13.91367022970579	0.7152891	0.7152891	0.7154652	0.7154652	-0.29546157	0.50106835	1.2558029	0.40310806	0.42104188	30037	720536
