Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	6.096585035324097	1000	2000	146.84508036849425	146.84508036849425	2	2000
1	11.73654556274414	1000	3000	146.84508036849425	49.371519522496854	3	3000
2	17.474775075912476	1000	4000	146.84508036849425	-1.0200608113256768	5	4000
3	23.336406707763672	1000	5000	146.84508036849425	98.57978360355928	6	5000
4	29.089237689971924	1000	6000	146.84508036849425	113.71932871832833	7	6000
5	34.85909843444824	1000	7000	146.84508036849425	78.25159815648219	8	7000
6	40.497029542922974	1000	8000	146.84508036849425	83.57681252442407	9	8000
7	46.23997187614441	1000	9000	146.84508036849425	51.884199051030734	11	9000
8	51.96196889877319	1000	10000	146.84508036849425	79.6704766437672	12	10000
9	57.753307819366455	1000	11000	187.44751569603392	187.44751569603392	13	11000
10	63.581602811813354	1000	12000	187.44751569603392	104.31112433331596	14	12000
11	69.47199630737305	1000	13000	187.44751569603392	-22.694494265006597	15	13000
12	75.25514245033264	1000	14000	187.44751569603392	5.270147603927738	16	14000
13	81.01433825492859	1000	15000	187.44751569603392	92.3226216716152	17	15000
14	86.97839522361755	1000	16000	187.44751569603392	26.056918866022958	18	16000
15	92.76066756248474	1000	17000	187.44751569603392	161.66360584378978	19	17000
16	98.49280261993408	1000	18000	187.44751569603392	99.84334970895881	21	18000
17	104.1690604686737	1000	19000	187.44751569603392	123.8899435629268	22	19000
18	109.9178078174591	1000	20000	187.44751569603392	-4.403611632506443	23	20000
19	115.76577520370483	1000	21000	187.44751569603392	103.66443577821917	24	21000
20	121.6451313495636	1000	22000	187.44751569603392	124.06676886834029	25	22000
21	127.7598307132721	1000	23000	187.44751569603392	78.29681095410488	26	23000
22	133.71482491493225	1000	24000	187.44751569603392	-89.78935469494616	27	24000
23	139.79048013687134	1000	25000	187.44751569603392	151.09480809056282	28	25000
24	145.54894423484802	1000	26000	187.44751569603392	133.5153303150292	29	26000
25	151.43169593811035	1000	27000	187.44751569603392	118.97481236947205	30	27000
26	157.35660457611084	1000	28000	187.44751569603392	159.27981610145653	31	28000
27	163.3102285861969	1000	29000	187.44751569603392	-108.6053764415993	32	29000
28	169.18908143043518	1000	30000	187.44751569603392	85.4825748521572	33	30000
29	175.2039577960968	1000	31000	187.44751569603392	3.0692119842831698	35	31000
30	181.0071198940277	1000	32000	187.44751569603392	106.97997409430698	36	32000
31	186.92134141921997	1000	33000	187.44751569603392	62.91973919895976	37	33000
32	192.7605118751526	1000	34000	187.44751569603392	59.25119003421733	38	34000
33	198.7397198677063	1000	35000	187.44751569603392	114.69211353669822	39	35000
34	204.73343992233276	1000	36000	187.44751569603392	176.70634872162898	40	36000
35	210.6738030910492	1000	37000	187.44751569603392	101.5317801322876	41	37000
