Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	6.1828773021698	1000	2000	10.081677896788708	-0.6257073240165483	111	2000
1	11.647499322891235	1000	3000	10.081677896788708	3.9474538421680334	164	3000
2	17.254426956176758	1000	4000	10.081677896788708	5.2737681172540745	221	4000
3	22.846895933151245	1000	5000	10.081677896788708	-1.7107067167744392	276	5000
4	28.54235577583313	1000	6000	10.081677896788708	0.961807448837499	330	6000
5	34.21703100204468	1000	7000	10.081677896788708	-2.703174290222524	384	7000
6	39.65153980255127	1000	8000	11.604977350943953	2.587091259892622	440	8000
7	45.21571373939514	1000	9000	11.604977350943953	2.7651461726709385	493	9000
8	50.89263296127319	1000	10000	11.604977350943953	0.546817713652854	551	10000
9	56.4745192527771	1000	11000	11.604977350943953	1.4654193777561888	607	11000
10	62.0541627407074	1000	12000	17.248308696424647	5.436792732587491	663	12000
11	67.7200334072113	1000	13000	17.248308696424647	2.734645294598886	716	13000
12	73.3539788722992	1000	14000	17.248308696424647	-0.36782171947270403	773	14000
13	78.75878047943115	1000	15000	17.248308696424647	-3.9025664350861913	829	15000
14	84.29732155799866	1000	16000	17.248308696424647	-6.465855327024474	883	16000
15	89.94237446784973	1000	17000	17.248308696424647	-2.127673660937581	941	17000
16	95.54779148101807	1000	18000	17.248308696424647	-3.2138080595890646	997	18000
17	101.02937126159668	1000	19000	17.248308696424647	-1.7445400973607321	1054	19000
18	106.52145457267761	1000	20000	17.248308696424647	-2.200943161692703	1106	20000
19	112.05100202560425	1000	21000	17.248308696424647	-2.1349886639698523	1160	21000
20	117.55701112747192	1000	22000	17.248308696424647	-0.07261058721051139	1211	22000
21	123.1055121421814	1000	23000	17.248308696424647	-22.559156807545513	1266	23000
22	128.66646575927734	1000	24000	17.248308696424647	-3.5793872816648222	1322	24000
23	134.1986963748932	1000	25000	17.248308696424647	-6.668712052229965	1376	25000
24	139.69066882133484	1000	26000	17.248308696424647	-6.2571605160017505	1434	26000
